Period,Hypothesis,Lag (min),Correlation
2025-12-01 16:05:00+00:00 → 2025-12-01 16:36:00+00:00,XLK follows QQQ,0,0.978234070034922
2025-12-01 16:06:00+00:00 → 2025-12-01 16:37:00+00:00,EWJ follows QQQ,0,0.7976160863411053
2025-12-01 16:06:00+00:00 → 2025-12-01 16:37:00+00:00,EWT follows QQQ,0,0.831625539172147
2025-12-01 16:06:00+00:00 → 2025-12-01 16:37:00+00:00,EWC follows QQQ,0,0.5344072678629148
2025-12-01 16:06:00+00:00 → 2025-12-01 16:37:00+00:00,EWU follows QQQ,3,0.27289824511501903
2025-12-01 16:06:00+00:00 → 2025-12-01 16:37:00+00:00,XLK follows QQQ,0,0.9773919741427031
2025-12-01 16:07:00+00:00 → 2025-12-01 16:38:00+00:00,EWJ follows QQQ,0,0.7539567769613125
2025-12-01 16:07:00+00:00 → 2025-12-01 16:38:00+00:00,EWT follows QQQ,0,0.837234693015533
2025-12-01 16:07:00+00:00 → 2025-12-01 16:38:00+00:00,EWC follows QQQ,0,0.5166587598811733
2025-12-01 16:07:00+00:00 → 2025-12-01 16:38:00+00:00,EWU follows QQQ,3,0.2915343782382588
2025-12-01 16:07:00+00:00 → 2025-12-01 16:38:00+00:00,XLK follows QQQ,0,0.973395762331005
2025-12-01 16:08:00+00:00 → 2025-12-01 16:39:00+00:00,EWJ follows QQQ,0,0.7264475757705422
2025-12-01 16:08:00+00:00 → 2025-12-01 16:39:00+00:00,EWT follows QQQ,0,0.815214378165944
2025-12-01 16:08:00+00:00 → 2025-12-01 16:39:00+00:00,EWC follows QQQ,0,0.47615882477711324
2025-12-01 16:08:00+00:00 → 2025-12-01 16:39:00+00:00,EWU follows QQQ,3,0.326716169786361
2025-12-01 16:08:00+00:00 → 2025-12-01 16:39:00+00:00,XLK follows QQQ,0,0.977530446464844
2025-12-01 16:09:00+00:00 → 2025-12-01 16:40:00+00:00,EWJ follows QQQ,0,0.7221454942596143
2025-12-01 16:09:00+00:00 → 2025-12-01 16:40:00+00:00,EWT follows QQQ,0,0.8110669698049517
2025-12-01 16:09:00+00:00 → 2025-12-01 16:40:00+00:00,EWC follows QQQ,0,0.4641744680155082
2025-12-01 16:09:00+00:00 → 2025-12-01 16:40:00+00:00,EWU follows QQQ,3,0.34937402231754333
2025-12-01 16:09:00+00:00 → 2025-12-01 16:40:00+00:00,XLK follows QQQ,0,0.977058425201672
2025-12-01 16:10:00+00:00 → 2025-12-01 16:41:00+00:00,EWJ follows QQQ,0,0.7064381887072149
2025-12-01 16:10:00+00:00 → 2025-12-01 16:41:00+00:00,EWT follows QQQ,0,0.8090004699143405
2025-12-01 16:10:00+00:00 → 2025-12-01 16:41:00+00:00,EWC follows QQQ,0,0.444923770514743
2025-12-01 16:10:00+00:00 → 2025-12-01 16:41:00+00:00,EWU follows QQQ,3,0.3336750125514629
2025-12-01 16:10:00+00:00 → 2025-12-01 16:41:00+00:00,XLK follows QQQ,0,0.976278264940075
2025-12-01 16:11:00+00:00 → 2025-12-01 16:42:00+00:00,EWJ follows QQQ,0,0.7485404465531783
2025-12-01 16:11:00+00:00 → 2025-12-01 16:42:00+00:00,EWT follows QQQ,0,0.8241109995035545
2025-12-01 16:11:00+00:00 → 2025-12-01 16:42:00+00:00,EWC follows QQQ,0,0.498604997302795
2025-12-01 16:11:00+00:00 → 2025-12-01 16:42:00+00:00,EWU follows QQQ,0,0.3186217175480928
2025-12-01 16:11:00+00:00 → 2025-12-01 16:42:00+00:00,XLK follows QQQ,0,0.9744181097481908
2025-12-01 16:12:00+00:00 → 2025-12-01 16:45:00+00:00,EWJ follows QQQ,0,0.7244747194063863
2025-12-01 16:12:00+00:00 → 2025-12-01 16:45:00+00:00,EWT follows QQQ,0,0.8200079240531919
2025-12-01 16:12:00+00:00 → 2025-12-01 16:45:00+00:00,EWC follows QQQ,0,0.5071714349432866
2025-12-01 16:12:00+00:00 → 2025-12-01 16:45:00+00:00,EWU follows QQQ,0,0.3500888921308532
2025-12-01 16:12:00+00:00 → 2025-12-01 16:45:00+00:00,XLK follows QQQ,0,0.9712136145449284
2025-12-01 16:13:00+00:00 → 2025-12-01 16:46:00+00:00,EWJ follows QQQ,0,0.7604790163347667
2025-12-01 16:13:00+00:00 → 2025-12-01 16:46:00+00:00,EWT follows QQQ,0,0.8243034824646145
2025-12-01 16:13:00+00:00 → 2025-12-01 16:46:00+00:00,EWC follows QQQ,0,0.5056675532228944
2025-12-01 16:13:00+00:00 → 2025-12-01 16:46:00+00:00,EWU follows QQQ,0,0.3407944419175315
2025-12-01 16:13:00+00:00 → 2025-12-01 16:46:00+00:00,XLK follows QQQ,0,0.9734624710626941
2025-12-01 16:14:00+00:00 → 2025-12-01 16:47:00+00:00,EWJ follows QQQ,0,0.7522110692617807
2025-12-01 16:14:00+00:00 → 2025-12-01 16:47:00+00:00,EWT follows QQQ,0,0.8243071842752266
2025-12-01 16:14:00+00:00 → 2025-12-01 16:47:00+00:00,EWC follows QQQ,0,0.485502241534649
2025-12-01 16:14:00+00:00 → 2025-12-01 16:47:00+00:00,EWU follows QQQ,-5,0.3953876606003015
2025-12-01 16:14:00+00:00 → 2025-12-01 16:47:00+00:00,XLK follows QQQ,0,0.9735996187671402
2025-12-01 16:15:00+00:00 → 2025-12-01 16:48:00+00:00,EWJ follows QQQ,0,0.7262470513614795
2025-12-01 16:15:00+00:00 → 2025-12-01 16:48:00+00:00,EWT follows QQQ,0,0.8295250766073036
2025-12-01 16:15:00+00:00 → 2025-12-01 16:48:00+00:00,EWC follows QQQ,0,0.5704062743491761
2025-12-01 16:15:00+00:00 → 2025-12-01 16:48:00+00:00,EWU follows QQQ,-5,0.3598237174712511
2025-12-01 16:15:00+00:00 → 2025-12-01 16:48:00+00:00,XLK follows QQQ,0,0.968998543047451
2025-12-01 16:16:00+00:00 → 2025-12-01 16:49:00+00:00,EWJ follows QQQ,0,0.7538225087754965
2025-12-01 16:16:00+00:00 → 2025-12-01 16:49:00+00:00,EWT follows QQQ,0,0.8013632268858435
2025-12-01 16:16:00+00:00 → 2025-12-01 16:49:00+00:00,EWC follows QQQ,0,0.5350008683108146
2025-12-01 16:16:00+00:00 → 2025-12-01 16:49:00+00:00,EWU follows QQQ,0,0.38169411807285786
2025-12-01 16:16:00+00:00 → 2025-12-01 16:49:00+00:00,XLK follows QQQ,0,0.968743062041873
2025-12-01 16:17:00+00:00 → 2025-12-01 16:50:00+00:00,EWJ follows QQQ,0,0.7571963045085558
2025-12-01 16:17:00+00:00 → 2025-12-01 16:50:00+00:00,EWT follows QQQ,0,0.7985840768426852
2025-12-01 16:17:00+00:00 → 2025-12-01 16:50:00+00:00,EWC follows QQQ,0,0.5337075925255198
2025-12-01 16:17:00+00:00 → 2025-12-01 16:50:00+00:00,EWU follows QQQ,0,0.35454131300120184
2025-12-01 16:17:00+00:00 → 2025-12-01 16:50:00+00:00,XLK follows QQQ,0,0.9674812548398831
2025-12-01 16:18:00+00:00 → 2025-12-01 16:53:00+00:00,EWJ follows QQQ,0,0.7688149504998439
2025-12-01 16:18:00+00:00 → 2025-12-01 16:53:00+00:00,EWT follows QQQ,0,0.7970118328803406
2025-12-01 16:18:00+00:00 → 2025-12-01 16:53:00+00:00,EWC follows QQQ,0,0.5426782088268463
2025-12-01 16:18:00+00:00 → 2025-12-01 16:53:00+00:00,EWU follows QQQ,0,0.36030185315619484
2025-12-01 16:18:00+00:00 → 2025-12-01 16:53:00+00:00,XLK follows QQQ,0,0.9678530128129077
2025-12-01 16:19:00+00:00 → 2025-12-01 16:56:00+00:00,EWJ follows QQQ,0,0.7559274599141608
2025-12-01 16:19:00+00:00 → 2025-12-01 16:56:00+00:00,EWT follows QQQ,0,0.7741996580593967
2025-12-01 16:19:00+00:00 → 2025-12-01 16:56:00+00:00,EWC follows QQQ,0,0.5238443492158646
2025-12-01 16:19:00+00:00 → 2025-12-01 16:56:00+00:00,EWU follows QQQ,0,0.49995706876433244
2025-12-01 16:19:00+00:00 → 2025-12-01 16:56:00+00:00,XLK follows QQQ,0,0.9616488431818759
2025-12-01 16:20:00+00:00 → 2025-12-01 16:57:00+00:00,EWJ follows QQQ,0,0.7334247890589743
2025-12-01 16:20:00+00:00 → 2025-12-01 16:57:00+00:00,EWT follows QQQ,0,0.7672287209146081
2025-12-01 16:20:00+00:00 → 2025-12-01 16:57:00+00:00,EWC follows QQQ,0,0.513073277558306
2025-12-01 16:20:00+00:00 → 2025-12-01 16:57:00+00:00,EWU follows QQQ,0,0.4439250880076459
2025-12-01 16:20:00+00:00 → 2025-12-01 16:57:00+00:00,XLK follows QQQ,0,0.953512835014061
2025-12-01 16:21:00+00:00 → 2025-12-01 16:58:00+00:00,EWJ follows QQQ,0,0.6373800794685683
2025-12-01 16:21:00+00:00 → 2025-12-01 16:58:00+00:00,EWT follows QQQ,0,0.6965859633635185
2025-12-01 16:21:00+00:00 → 2025-12-01 16:58:00+00:00,EWC follows QQQ,0,0.4697141608992413
2025-12-01 16:21:00+00:00 → 2025-12-01 16:58:00+00:00,EWU follows QQQ,0,0.359022778236127
2025-12-01 16:21:00+00:00 → 2025-12-01 16:58:00+00:00,XLK follows QQQ,0,0.9346888166978226
2025-12-01 16:22:00+00:00 → 2025-12-01 16:59:00+00:00,EWJ follows QQQ,0,0.6402200294717785
2025-12-01 16:22:00+00:00 → 2025-12-01 16:59:00+00:00,EWT follows QQQ,0,0.7073392875199198
2025-12-01 16:22:00+00:00 → 2025-12-01 16:59:00+00:00,EWC follows QQQ,0,0.46379671177063986
2025-12-01 16:22:00+00:00 → 2025-12-01 16:59:00+00:00,EWU follows QQQ,0,0.34595698523742613
2025-12-01 16:22:00+00:00 → 2025-12-01 16:59:00+00:00,XLK follows QQQ,0,0.9356854862041726
2025-12-01 16:23:00+00:00 → 2025-12-01 17:00:00+00:00,EWJ follows QQQ,0,0.643142688269451
2025-12-01 16:23:00+00:00 → 2025-12-01 17:00:00+00:00,EWT follows QQQ,0,0.7028884351719701
2025-12-01 16:23:00+00:00 → 2025-12-01 17:00:00+00:00,EWC follows QQQ,0,0.46889543603464645
2025-12-01 16:23:00+00:00 → 2025-12-01 17:00:00+00:00,EWU follows QQQ,0,0.40729250782400517
2025-12-01 16:23:00+00:00 → 2025-12-01 17:00:00+00:00,XLK follows QQQ,0,0.9389891236399447
2025-12-01 16:24:00+00:00 → 2025-12-01 17:01:00+00:00,EWJ follows QQQ,0,0.6033794781760862
2025-12-01 16:24:00+00:00 → 2025-12-01 17:01:00+00:00,EWT follows QQQ,0,0.6925707584834038
2025-12-01 16:24:00+00:00 → 2025-12-01 17:01:00+00:00,EWC follows QQQ,0,0.4674359630892305
2025-12-01 16:24:00+00:00 → 2025-12-01 17:01:00+00:00,EWU follows QQQ,0,0.4188442869065981
2025-12-01 16:24:00+00:00 → 2025-12-01 17:01:00+00:00,XLK follows QQQ,0,0.9366848430998042
2025-12-01 16:25:00+00:00 → 2025-12-01 17:02:00+00:00,EWJ follows QQQ,0,0.6398013582731853
2025-12-01 16:25:00+00:00 → 2025-12-01 17:02:00+00:00,EWT follows QQQ,0,0.7365207708057743
2025-12-01 16:25:00+00:00 → 2025-12-01 17:02:00+00:00,EWC follows QQQ,0,0.47856677480404014
2025-12-01 16:25:00+00:00 → 2025-12-01 17:02:00+00:00,EWU follows QQQ,0,0.4090743585184841
2025-12-01 16:25:00+00:00 → 2025-12-01 17:02:00+00:00,XLK follows QQQ,0,0.9437559459427244
2025-12-01 16:26:00+00:00 → 2025-12-01 17:03:00+00:00,EWJ follows QQQ,0,0.6201311796947573
2025-12-01 16:26:00+00:00 → 2025-12-01 17:03:00+00:00,EWT follows QQQ,0,0.7277470668087896
2025-12-01 16:26:00+00:00 → 2025-12-01 17:03:00+00:00,EWC follows QQQ,0,0.4477412665685964
2025-12-01 16:26:00+00:00 → 2025-12-01 17:03:00+00:00,EWU follows QQQ,0,0.41535812594826665
2025-12-01 16:26:00+00:00 → 2025-12-01 17:03:00+00:00,XLK follows QQQ,0,0.943424247232384
2025-12-01 16:27:00+00:00 → 2025-12-01 17:04:00+00:00,EWJ follows QQQ,0,0.6861390820967638
2025-12-01 16:27:00+00:00 → 2025-12-01 17:04:00+00:00,EWT follows QQQ,0,0.8051286803551909
2025-12-01 16:27:00+00:00 → 2025-12-01 17:04:00+00:00,EWC follows QQQ,0,0.45763027382069643
2025-12-01 16:27:00+00:00 → 2025-12-01 17:04:00+00:00,EWU follows QQQ,0,0.4555077942470541
2025-12-01 16:27:00+00:00 → 2025-12-01 17:04:00+00:00,XLK follows QQQ,0,0.950716284760891
2025-12-01 16:28:00+00:00 → 2025-12-01 17:05:00+00:00,EWJ follows QQQ,0,0.6430503231222704
2025-12-01 16:28:00+00:00 → 2025-12-01 17:05:00+00:00,EWT follows QQQ,0,0.8427856535209318
2025-12-01 16:28:00+00:00 → 2025-12-01 17:05:00+00:00,EWC follows QQQ,0,0.4792044255131875
2025-12-01 16:28:00+00:00 → 2025-12-01 17:05:00+00:00,EWU follows QQQ,0,0.45102213784735506
2025-12-01 16:28:00+00:00 → 2025-12-01 17:05:00+00:00,XLK follows QQQ,0,0.9490746078420733
2025-12-01 16:29:00+00:00 → 2025-12-01 17:08:00+00:00,EWJ follows QQQ,0,0.6536696308726824
2025-12-01 16:29:00+00:00 → 2025-12-01 17:08:00+00:00,EWT follows QQQ,0,0.8443405940379397
2025-12-01 16:29:00+00:00 → 2025-12-01 17:08:00+00:00,EWC follows QQQ,0,0.48534624183395747
2025-12-01 16:29:00+00:00 → 2025-12-01 17:08:00+00:00,EWU follows QQQ,0,0.43572953659345687
2025-12-01 16:29:00+00:00 → 2025-12-01 17:08:00+00:00,XLK follows QQQ,0,0.9521243737227716
2025-12-01 16:30:00+00:00 → 2025-12-01 17:09:00+00:00,EWJ follows QQQ,0,0.6616466564069231
2025-12-01 16:30:00+00:00 → 2025-12-01 17:09:00+00:00,EWT follows QQQ,0,0.8328661007622423
2025-12-01 16:30:00+00:00 → 2025-12-01 17:09:00+00:00,EWC follows QQQ,0,0.5113007420184373
2025-12-01 16:30:00+00:00 → 2025-12-01 17:09:00+00:00,EWU follows QQQ,0,0.4289601379154979
2025-12-01 16:30:00+00:00 → 2025-12-01 17:09:00+00:00,XLK follows QQQ,0,0.9532614604046479
2025-12-01 16:33:00+00:00 → 2025-12-01 17:10:00+00:00,EWJ follows QQQ,0,0.6440165682874032
2025-12-01 16:33:00+00:00 → 2025-12-01 17:10:00+00:00,EWT follows QQQ,0,0.8172598204200413
2025-12-01 16:33:00+00:00 → 2025-12-01 17:10:00+00:00,EWC follows QQQ,0,0.509897797191019
2025-12-01 16:33:00+00:00 → 2025-12-01 17:10:00+00:00,EWU follows QQQ,0,0.41591707779954834
2025-12-01 16:33:00+00:00 → 2025-12-01 17:10:00+00:00,XLK follows QQQ,0,0.9477676574980451
2025-12-01 16:34:00+00:00 → 2025-12-01 17:11:00+00:00,EWJ follows QQQ,0,0.6614582585547496
2025-12-01 16:34:00+00:00 → 2025-12-01 17:11:00+00:00,EWT follows QQQ,0,0.8246789923425059
2025-12-01 16:34:00+00:00 → 2025-12-01 17:11:00+00:00,EWC follows QQQ,0,0.537024433439021
2025-12-01 16:34:00+00:00 → 2025-12-01 17:11:00+00:00,EWU follows QQQ,0,0.43965983041639733
2025-12-01 16:34:00+00:00 → 2025-12-01 17:11:00+00:00,XLK follows QQQ,0,0.9510606123571625
2025-12-01 16:35:00+00:00 → 2025-12-01 17:12:00+00:00,EWJ follows QQQ,0,0.6569855081935284
2025-12-01 16:35:00+00:00 → 2025-12-01 17:12:00+00:00,EWT follows QQQ,0,0.8228011610489416
2025-12-01 16:35:00+00:00 → 2025-12-01 17:12:00+00:00,EWC follows QQQ,0,0.5761887817708554
2025-12-01 16:35:00+00:00 → 2025-12-01 17:12:00+00:00,EWU follows QQQ,0,0.5184945443000369
2025-12-01 16:35:00+00:00 → 2025-12-01 17:12:00+00:00,XLK follows QQQ,0,0.9476112282644525
2025-12-01 16:36:00+00:00 → 2025-12-01 17:13:00+00:00,EWJ follows QQQ,0,0.674900141607775
2025-12-01 16:36:00+00:00 → 2025-12-01 17:13:00+00:00,EWT follows QQQ,0,0.8181641301502943
2025-12-01 16:36:00+00:00 → 2025-12-01 17:13:00+00:00,EWC follows QQQ,0,0.58809093067037
2025-12-01 16:36:00+00:00 → 2025-12-01 17:13:00+00:00,EWU follows QQQ,0,0.5365443822637447
2025-12-01 16:36:00+00:00 → 2025-12-01 17:13:00+00:00,XLK follows QQQ,0,0.9479814033520418
2025-12-01 16:37:00+00:00 → 2025-12-01 17:14:00+00:00,EWJ follows QQQ,0,0.6835127696470595
2025-12-01 16:37:00+00:00 → 2025-12-01 17:14:00+00:00,EWT follows QQQ,0,0.8220670136504773
2025-12-01 16:37:00+00:00 → 2025-12-01 17:14:00+00:00,EWC follows QQQ,0,0.6346084334790616
2025-12-01 16:37:00+00:00 → 2025-12-01 17:14:00+00:00,EWU follows QQQ,0,0.563240529701567
2025-12-01 16:37:00+00:00 → 2025-12-01 17:14:00+00:00,XLK follows QQQ,0,0.9500291256704761
2025-12-01 16:38:00+00:00 → 2025-12-01 17:15:00+00:00,EWJ follows QQQ,0,0.7201179903553816
2025-12-01 16:38:00+00:00 → 2025-12-01 17:15:00+00:00,EWT follows QQQ,0,0.844383812580184
2025-12-01 16:38:00+00:00 → 2025-12-01 17:15:00+00:00,EWC follows QQQ,0,0.6992554082478057
2025-12-01 16:38:00+00:00 → 2025-12-01 17:15:00+00:00,EWU follows QQQ,0,0.6128861942728591
2025-12-01 16:38:00+00:00 → 2025-12-01 17:15:00+00:00,XLK follows QQQ,0,0.956613840190749
2025-12-01 16:39:00+00:00 → 2025-12-01 17:16:00+00:00,EWJ follows QQQ,0,0.7917060666222998
2025-12-01 16:39:00+00:00 → 2025-12-01 17:16:00+00:00,EWT follows QQQ,0,0.8542732991732258
2025-12-01 16:39:00+00:00 → 2025-12-01 17:16:00+00:00,EWC follows QQQ,0,0.7421064966073783
2025-12-01 16:39:00+00:00 → 2025-12-01 17:16:00+00:00,EWU follows QQQ,0,0.6518395592492374
2025-12-01 16:39:00+00:00 → 2025-12-01 17:16:00+00:00,XLK follows QQQ,0,0.9530947177448306
2025-12-01 16:40:00+00:00 → 2025-12-01 17:17:00+00:00,EWJ follows QQQ,0,0.7978385386594143
2025-12-01 16:40:00+00:00 → 2025-12-01 17:17:00+00:00,EWT follows QQQ,0,0.8782387790470154
2025-12-01 16:40:00+00:00 → 2025-12-01 17:17:00+00:00,EWC follows QQQ,0,0.7799655477487821
2025-12-01 16:40:00+00:00 → 2025-12-01 17:17:00+00:00,EWU follows QQQ,0,0.6364221259611936
2025-12-01 16:40:00+00:00 → 2025-12-01 17:17:00+00:00,XLK follows QQQ,0,0.9512815834985796
2025-12-01 16:41:00+00:00 → 2025-12-01 17:18:00+00:00,EWJ follows QQQ,0,0.7885218127403918
2025-12-01 16:41:00+00:00 → 2025-12-01 17:18:00+00:00,EWT follows QQQ,0,0.8745660821825926
2025-12-01 16:41:00+00:00 → 2025-12-01 17:18:00+00:00,EWC follows QQQ,0,0.7723825406405855
2025-12-01 16:41:00+00:00 → 2025-12-01 17:18:00+00:00,EWU follows QQQ,0,0.6377217130419892
2025-12-01 16:41:00+00:00 → 2025-12-01 17:18:00+00:00,XLK follows QQQ,0,0.9507578567284916
2025-12-01 16:42:00+00:00 → 2025-12-01 17:19:00+00:00,EWJ follows QQQ,0,0.8018342516381984
2025-12-01 16:42:00+00:00 → 2025-12-01 17:19:00+00:00,EWT follows QQQ,0,0.8771003561332815
2025-12-01 16:42:00+00:00 → 2025-12-01 17:19:00+00:00,EWC follows QQQ,0,0.773585359629891
2025-12-01 16:42:00+00:00 → 2025-12-01 17:19:00+00:00,EWU follows QQQ,0,0.6401183217815939
2025-12-01 16:42:00+00:00 → 2025-12-01 17:19:00+00:00,XLK follows QQQ,0,0.9508473043915582
2025-12-01 16:45:00+00:00 → 2025-12-01 17:20:00+00:00,EWJ follows QQQ,0,0.7675573653563623
2025-12-01 16:45:00+00:00 → 2025-12-01 17:20:00+00:00,EWT follows QQQ,0,0.8498329343214625
2025-12-01 16:45:00+00:00 → 2025-12-01 17:20:00+00:00,EWC follows QQQ,0,0.7280378137859683
2025-12-01 16:45:00+00:00 → 2025-12-01 17:20:00+00:00,EWU follows QQQ,0,0.5542565009449146
2025-12-01 16:45:00+00:00 → 2025-12-01 17:20:00+00:00,XLK follows QQQ,0,0.9558020630511838
2025-12-01 16:46:00+00:00 → 2025-12-01 17:21:00+00:00,EWJ follows QQQ,0,0.7767858642034167
2025-12-01 16:46:00+00:00 → 2025-12-01 17:21:00+00:00,EWT follows QQQ,0,0.8571059694875957
2025-12-01 16:46:00+00:00 → 2025-12-01 17:21:00+00:00,EWC follows QQQ,0,0.7210508751583977
2025-12-01 16:46:00+00:00 → 2025-12-01 17:21:00+00:00,EWU follows QQQ,0,0.5850593172355704
2025-12-01 16:46:00+00:00 → 2025-12-01 17:21:00+00:00,XLK follows QQQ,0,0.9602231832124493
2025-12-01 16:47:00+00:00 → 2025-12-01 17:22:00+00:00,EWJ follows QQQ,0,0.7757786039039325
2025-12-01 16:47:00+00:00 → 2025-12-01 17:22:00+00:00,EWT follows QQQ,0,0.8530118484816803
2025-12-01 16:47:00+00:00 → 2025-12-01 17:22:00+00:00,EWC follows QQQ,0,0.7093757231102412
2025-12-01 16:47:00+00:00 → 2025-12-01 17:22:00+00:00,EWU follows QQQ,0,0.5787478898003692
2025-12-01 16:47:00+00:00 → 2025-12-01 17:22:00+00:00,XLK follows QQQ,0,0.9568324440939124
2025-12-01 16:48:00+00:00 → 2025-12-01 17:23:00+00:00,EWJ follows QQQ,0,0.7887003349871671
2025-12-01 16:48:00+00:00 → 2025-12-01 17:23:00+00:00,EWT follows QQQ,0,0.8575617934886501
2025-12-01 16:48:00+00:00 → 2025-12-01 17:23:00+00:00,EWC follows QQQ,0,0.7104462566495652
2025-12-01 16:48:00+00:00 → 2025-12-01 17:23:00+00:00,EWU follows QQQ,5,0.5949184517737147
2025-12-01 16:48:00+00:00 → 2025-12-01 17:23:00+00:00,XLK follows QQQ,0,0.9599766855459114
2025-12-01 16:49:00+00:00 → 2025-12-01 17:24:00+00:00,EWJ follows QQQ,0,0.8012218297928922
2025-12-01 16:49:00+00:00 → 2025-12-01 17:24:00+00:00,EWT follows QQQ,0,0.8638617921074162
2025-12-01 16:49:00+00:00 → 2025-12-01 17:24:00+00:00,EWC follows QQQ,0,0.7119365155617919
2025-12-01 16:49:00+00:00 → 2025-12-01 17:24:00+00:00,EWU follows QQQ,5,0.5892627096057905
2025-12-01 16:49:00+00:00 → 2025-12-01 17:24:00+00:00,XLK follows QQQ,0,0.9621047904775124
2025-12-01 16:50:00+00:00 → 2025-12-01 17:27:00+00:00,EWJ follows QQQ,0,0.7985747813240904
2025-12-01 16:50:00+00:00 → 2025-12-01 17:27:00+00:00,EWT follows QQQ,0,0.8591720407315883
2025-12-01 16:50:00+00:00 → 2025-12-01 17:27:00+00:00,EWC follows QQQ,0,0.7122116643121489
2025-12-01 16:50:00+00:00 → 2025-12-01 17:27:00+00:00,EWU follows QQQ,0,0.596643303489931
2025-12-01 16:50:00+00:00 → 2025-12-01 17:27:00+00:00,XLK follows QQQ,0,0.9578925630628226
2025-12-01 16:53:00+00:00 → 2025-12-01 17:28:00+00:00,EWJ follows QQQ,0,0.7981890875759622
2025-12-01 16:53:00+00:00 → 2025-12-01 17:28:00+00:00,EWT follows QQQ,0,0.8457935996059389
2025-12-01 16:53:00+00:00 → 2025-12-01 17:28:00+00:00,EWC follows QQQ,0,0.7166584860370063
2025-12-01 16:53:00+00:00 → 2025-12-01 17:28:00+00:00,EWU follows QQQ,0,0.6237493661501422
2025-12-01 16:53:00+00:00 → 2025-12-01 17:28:00+00:00,XLK follows QQQ,0,0.9522258125363015
2025-12-01 16:56:00+00:00 → 2025-12-01 17:29:00+00:00,EWJ follows QQQ,0,0.7974204993159721
2025-12-01 16:56:00+00:00 → 2025-12-01 17:29:00+00:00,EWT follows QQQ,0,0.8548655915115522
2025-12-01 16:56:00+00:00 → 2025-12-01 17:29:00+00:00,EWC follows QQQ,0,0.7197757742567372
2025-12-01 16:56:00+00:00 → 2025-12-01 17:29:00+00:00,EWU follows QQQ,5,0.7037690317152688
2025-12-01 16:56:00+00:00 → 2025-12-01 17:29:00+00:00,XLK follows QQQ,0,0.9518738571680436
2025-12-01 16:57:00+00:00 → 2025-12-01 17:30:00+00:00,EWJ follows QQQ,0,0.792506534084778
2025-12-01 16:57:00+00:00 → 2025-12-01 17:30:00+00:00,EWT follows QQQ,0,0.8270821539237674
2025-12-01 16:57:00+00:00 → 2025-12-01 17:30:00+00:00,EWC follows QQQ,0,0.7288680843480955
2025-12-01 16:57:00+00:00 → 2025-12-01 17:30:00+00:00,EWU follows QQQ,5,0.6703933472209631
2025-12-01 16:57:00+00:00 → 2025-12-01 17:30:00+00:00,XLK follows QQQ,0,0.9527249774052123
2025-12-01 16:58:00+00:00 → 2025-12-01 17:31:00+00:00,EWJ follows QQQ,0,0.7963849960708694
2025-12-01 16:58:00+00:00 → 2025-12-01 17:31:00+00:00,EWT follows QQQ,0,0.8017375674393236
2025-12-01 16:58:00+00:00 → 2025-12-01 17:31:00+00:00,EWC follows QQQ,0,0.735065797584747
2025-12-01 16:58:00+00:00 → 2025-12-01 17:31:00+00:00,EWU follows QQQ,5,0.6892104009524428
2025-12-01 16:58:00+00:00 → 2025-12-01 17:31:00+00:00,XLK follows QQQ,0,0.9547946823026594
2025-12-01 16:59:00+00:00 → 2025-12-01 17:32:00+00:00,EWJ follows QQQ,0,0.8067424356287651
2025-12-01 16:59:00+00:00 → 2025-12-01 17:32:00+00:00,EWT follows QQQ,0,0.7938892353758396
2025-12-01 16:59:00+00:00 → 2025-12-01 17:32:00+00:00,EWC follows QQQ,0,0.7841616564571325
2025-12-01 16:59:00+00:00 → 2025-12-01 17:32:00+00:00,EWU follows QQQ,5,0.68455652023645
2025-12-01 16:59:00+00:00 → 2025-12-01 17:32:00+00:00,XLK follows QQQ,0,0.9589736977260331
2025-12-01 17:00:00+00:00 → 2025-12-01 17:33:00+00:00,EWJ follows QQQ,0,0.8069992098133013
2025-12-01 17:00:00+00:00 → 2025-12-01 17:33:00+00:00,EWT follows QQQ,0,0.7877819000942076
2025-12-01 17:00:00+00:00 → 2025-12-01 17:33:00+00:00,EWC follows QQQ,0,0.7911568661125996
2025-12-01 17:00:00+00:00 → 2025-12-01 17:33:00+00:00,EWU follows QQQ,5,0.6758591428490086
2025-12-01 17:00:00+00:00 → 2025-12-01 17:33:00+00:00,XLK follows QQQ,0,0.9574286145063814
2025-12-01 17:01:00+00:00 → 2025-12-01 17:34:00+00:00,EWJ follows QQQ,0,0.8009099311332414
2025-12-01 17:01:00+00:00 → 2025-12-01 17:34:00+00:00,EWT follows QQQ,0,0.790785114719054
2025-12-01 17:01:00+00:00 → 2025-12-01 17:34:00+00:00,EWC follows QQQ,0,0.7855287407122029
2025-12-01 17:01:00+00:00 → 2025-12-01 17:34:00+00:00,EWU follows QQQ,5,0.6565271386076388
2025-12-01 17:01:00+00:00 → 2025-12-01 17:34:00+00:00,XLK follows QQQ,0,0.9533081615034478
2025-12-01 17:02:00+00:00 → 2025-12-01 17:35:00+00:00,EWJ follows QQQ,0,0.7964501210194502
2025-12-01 17:02:00+00:00 → 2025-12-01 17:35:00+00:00,EWT follows QQQ,0,0.7922418344551743
2025-12-01 17:02:00+00:00 → 2025-12-01 17:35:00+00:00,EWC follows QQQ,0,0.7767894513638356
